fold,arch,init,train_condition,attacker_type,eval_split,eval_condition,seed,level,rank1,rank5,top1_sim,margin,p_top1,auc,tar_at_far_1pct,mean_sim_same,mean_sim_diff,n_pos_pairs,n_neg_pairs
3,resnet18,scratch,raw,adaptive,train,raw,1337,slice_level,0.9844782034346103,0.9909180977542933,0.9956524986060167,0.0011659311512029942,0.00042588059928108565,0.8922937909191567,0.309634363698239,0.9868680726744111,0.8343193913618278,173369,1211200
3,resnet18,scratch,raw,adaptive,train,raw,1337,subject_level,0.990990990990991,0.9954954954954955,0.9995592486213993,0.002440795436635748,0.01015211643256784,0.9999013015706182,0.9954954954954955,0.9995543358025251,0.8408293913557684,222,49062
3,resnet18,scratch,raw,adaptive,test,raw,1337,slice_level,0.9942748091603053,0.9961832061068703,0.9950884858018342,0.0011339174114338314,0.0005616967997578473,0.7967743533582752,0.317032543663504,0.9731658147407647,0.9266175432321936,264752,838400
3,resnet18,scratch,raw,adaptive,test,raw,1337,subject_level,1.0,1.0,0.9994734067847764,0.004743583824323571,0.026448094542475716,0.9999938223556594,1.0,0.9994734067847764,0.9506218937326474,69,4692
4,resnet18,scratch,raw,adaptive,train,raw,1337,slice_level,0.9846382556987116,0.9920713577799801,0.9919941051096108,0.0018768045801434298,0.0003976584114725426,0.8860750373227344,0.16406154562112796,0.9790926180277392,0.9031261736538777,171905,1210800
4,resnet18,scratch,raw,adaptive,train,raw,1337,subject_level,1.0,1.0,0.999173132954417,0.0033210722712783127,0.009369247840499287,0.999823490483268,0.9954954954954955,0.999173132954417,0.9206629894061219,222,49062
4,resnet18,scratch,raw,adaptive,test,raw,1337,slice_level,0.99762007788836,0.9991345737775854,0.9928177724999816,0.00143653959074561,0.00044143883693804713,0.833354364849537,0.2807263567830219,0.9718662354715063,0.931763715085943,335868,924400
4,resnet18,scratch,raw,adaptive,test,raw,1337,subject_level,1.0,1.0,0.9995638581289761,0.004627194093621295,0.023903959525236183,1.0,1.0,0.9995638581289761,0.9569896160794036,69,4692
0,resnet18,scratch,gs0,adaptive,train,gs0,1337,slice_level,0.9772013877416157,0.9874442425243681,0.9960405743557343,0.0010691364796599258,0.00043244730129703515,0.857554072599117,0.12379795410937908,0.9841406247913272,0.8070934151487963,176158,1210600
0,resnet18,scratch,gs0,adaptive,train,gs0,1337,subject_level,1.0,1.0,0.9993756567191214,0.0023687169023228986,0.010356323313119723,0.9962778570910058,0.8823529411764706,0.9993756567191214,0.8107715797915914,221,48620
0,resnet18,scratch,gs0,adaptive,test,gs0,1337,slice_level,0.9924394040471426,0.9946631087391594,0.9964588067121762,0.0008438728453186795,0.0006542198246398562,0.8174381143457918,0.22575483398070006,0.9632557430026635,0.8646495201443801,305597,899400
0,resnet18,scratch,gs0,adaptive,test,gs0,1337,subject_level,0.9714285714285714,1.0,0.9993201511246818,0.003981835501534598,0.03472366748111588,0.9991333924874297,0.9714285714285714,0.9992737139974321,0.8977954993090027,70,4830
0,resnet18,scratch,gs0,blind,train,raw,1337,slice_level,0.9821576077977863,0.9920700479101272,0.9998932677163735,4.545986091088169e-05,0.00017141704528633145,0.8128772403636481,0.33716322846535496,0.9993296377003429,0.9985397683527378,176158,1210600
0,resnet18,scratch,gs0,blind,train,raw,1337,subject_level,0.9909502262443439,0.995475113122172,0.9999758760314182,9.765695123111501e-05,0.00457789261543036,0.9996703123865753,0.995475113122172,0.9999752195712128,0.9991552434674706,221,48620
0,resnet18,scratch,gs0,blind,test,raw,1337,slice_level,0.9988881476539916,1.0,0.9999283617115933,2.4406822994334818e-05,0.0002272053198477393,0.8331885530629854,0.36125027405373744,0.9993770415093014,0.998463604778005,305597,899400
0,resnet18,scratch,gs0,blind,test,raw,1337,subject_level,1.0,1.0,0.9999908191817147,0.0001353808811732701,0.014473055702235017,0.9999970422951789,1.0,0.9999908191817147,0.9990631155222346,70,4830
1,resnet18,scratch,gs0,adaptive,train,gs0,1337,slice_level,0.9839801816680429,0.9904211395540875,0.9946654965718063,0.001172134897907739,0.0004104895055462075,0.8622608280078364,0.13848235505004655,0.9841161157372408,0.846323017805298,172939,1211000
1,resnet18,scratch,gs0,adaptive,train,gs0,1337,subject_level,1.0,1.0,0.9994014407175159,0.0026062629880948306,0.009999501820215407,0.9970703637592113,0.9095022624434389,0.9994014407175159,0.8550893305254934,221,48620
1,resnet18,scratch,gs0,adaptive,test,gs0,1337,slice_level,0.9945738186751074,0.9961564548948677,0.994905357551661,0.0009627142374046027,0.00056791224590836,0.8080943635841601,0.18602408347509275,0.9661765751267267,0.8874593554683773,298628,884600
1,resnet18,scratch,gs0,adaptive,test,gs0,1337,subject_level,1.0,1.0,0.999574567590441,0.00413393463407244,0.029960175470582075,0.9999881691807159,1.0,0.999574567590441,0.9173777909012315,70,4830
1,resnet18,scratch,gs0,blind,train,raw,1337,slice_level,0.9651527663088356,0.9785301403798513,0.9995553689097492,0.00019133700308575304,0.0001828877894931898,0.7500794463219106,0.28300152076743823,0.9966600027979714,0.9935739170758316,172939,1211000
1,resnet18,scratch,gs0,blind,train,raw,1337,subject_level,0.9773755656108597,0.9909502262443439,0.9998937295033381,0.00035336788962869086,0.004734490275366139,0.9985683135070944,0.9773755656108597,0.9998869752991792,0.9966789017472429,221,48620
1,resnet18,scratch,gs0,blind,test,raw,1337,slice_level,0.9968347275604793,0.998869545557314,0.9996611644395358,0.00012498846049764807,0.00024656073645273365,0.7252421359936012,0.2610572350884713,0.9964770251709887,0.9936280141739507,298628,884600
1,resnet18,scratch,gs0,blind,test,raw,1337,subject_level,1.0,1.0,0.9999545838151659,0.0004797475678580148,0.01491998958268336,1.0,1.0,0.9999545838151659,0.9968344145063041,70,4830
2,resnet18,scratch,gs0,adaptive,train,gs0,1337,slice_level,0.978860445912469,0.9905862923203964,0.9970560501962531,0.0007678222794064208,0.0004046749923900031,0.8623717779305519,0.16053016590815777,0.9884154476815685,0.8103384740627767,172927,1211000
2,resnet18,scratch,gs0,adaptive,train,gs0,1337,subject_level,1.0,1.0,0.9995776439035261,0.0018326838811238606,0.00998809857310744,0.9989188160889273,0.9774774774774775,0.9995776439035261,0.8124096782894822,222,49062
2,resnet18,scratch,gs0,adaptive,test,gs0,1337,slice_level,0.992238946378175,0.996472248353716,0.9971724174573302,0.0006890216052027547,0.0006459779423128845,0.8064028568152468,0.2952703698246648,0.9686165451549001,0.8725559482110536,271480,850400
2,resnet18,scratch,gs0,adaptive,test,gs0,1337,subject_level,0.9710144927536232,0.9855072463768116,0.9993786500847858,0.00344271763511326,0.0334699422498976,0.9967073155664281,0.9710144927536232,0.9992695096610249,0.9020501016325556,69,4692
2,resnet18,scratch,gs0,blind,train,raw,1337,slice_level,0.9793559042113955,0.9904211395540875,0.9999425513010002,2.357618164957111e-05,0.0001695773152691796,0.7920143285474984,0.33017400405951647,0.9996748788543447,0.9993726355208039,172927,1211000
2,resnet18,scratch,gs0,blind,train,raw,1337,subject_level,0.990990990990991,1.0,0.9999874220775055,4.868759765281334e-05,0.004524565377348178,0.9999406432236321,1.0,0.9999873791192029,0.999674706249162,222,49062
2,resnet18,scratch,gs0,blind,test,raw,1337,slice_level,0.9983537158984007,0.9997648165569144,0.9999606185439389,1.4061495479501201e-05,0.000237768582711488,0.7998673640077815,0.33821275968763814,0.999681175567887,0.9993539164705957,271480,850400
2,resnet18,scratch,gs0,blind,test,raw,1337,subject_level,1.0,1.0,0.9999957585680312,6.425899008046026e-05,0.01456043013519999,1.0,1.0,0.9999957585680312,0.9996645465582127,69,4692
3,resnet18,scratch,gs0,adaptive,train,gs0,1337,slice_level,0.9844782034346103,0.9919088507265522,0.9952021803869281,0.0010139609402835448,0.00040853327443255214,0.8733891200604654,0.16637922581314998,0.986360156758336,0.8403264970468207,173369,1211200
3,resnet18,scratch,gs0,adaptive,train,gs0,1337,subject_level,0.9954954954954955,1.0,0.9995500778292751,0.0023247519054928343,0.009933768853394163,0.9999349967553465,1.0,0.9995494748021031,0.8473207339456732,222,49062
3,resnet18,scratch,gs0,adaptive,test,gs0,1337,slice_level,0.9976145038167938,0.9985687022900763,0.9944969938769368,0.0010447274495399635,0.0005336556281315812,0.7782439898087181,0.31527618299389615,0.969697932201511,0.9219585444653435,264752,838400
3,resnet18,scratch,gs0,adaptive,test,gs0,1337,subject_level,1.0,1.0,0.9993851279866868,0.00426977440930795,0.025799180151543755,0.9998393812471429,1.0,0.9993851279866868,0.9499013874130379,69,4692
3,resnet18,scratch,gs0,blind,train,raw,1337,slice_level,0.9780383091149274,0.9882760898282695,0.9995282333309773,0.00021241186002129135,0.00018245895877125649,0.7653005455004636,0.33033587319532326,0.9965625552122003,0.9937490556468815,173369,1211200
3,resnet18,scratch,gs0,blind,train,raw,1337,subject_level,0.9864864864864865,0.9954954954954955,0.9998905105633779,0.000435601215104799,0.004697689287330922,0.9996964219937192,0.9864864864864865,0.9998869509310335,0.9969112829523796,222,49062
3,resnet18,scratch,gs0,blind,test,raw,1337,slice_level,0.9976145038167938,0.9985687022900763,0.9996530616954538,0.00013029871096137825,0.0002607462043767437,0.7972423134518954,0.3453042847646099,0.9970821795332552,0.993518645424993,264752,838400
3,resnet18,scratch,gs0,blind,test,raw,1337,subject_level,1.0,1.0,0.9999482139297153,0.0006222802659739618,0.015236122695648151,1.0,1.0,0.9999482139297153,0.9963557150052942,69,4692
4,resnet18,scratch,gs0,adaptive,train,gs0,1337,slice_level,0.9785265939874463,0.9884373967624711,0.9960778628417198,0.000957173101178167,0.00041299847244797476,0.8585214683637956,0.14277653355050754,0.9857103532131268,0.8228605987759,171905,1210800
4,resnet18,scratch,gs0,adaptive,train,gs0,1337,subject_level,0.990990990990991,1.0,0.9994567439362809,0.0022618437672520544,0.0100432042082822,0.9935876319024173,0.8108108108108109,0.9994525034148414,0.8323435869715896,222,49062
4,resnet18,scratch,gs0,adaptive,test,gs0,1337,slice_level,0.9898312418866292,0.9937256598874946,0.9963488440294898,0.0008304911560436597,0.0005848764455621846,0.8130080439062914,0.16484749961294318,0.9657546506653216,0.8593960977250921,335868,924400
4,resnet18,scratch,gs0,adaptive,test,gs0,1337,subject_level,0.9855072463768116,0.9855072463768116,0.9992841758589813,0.0035044533618982287,0.03382014345539653,0.9984339671596426,0.9565217391304348,0.9992510590000429,0.8871984336737985,69,4692
4,resnet18,scratch,gs0,blind,train,raw,1337,slice_level,0.9957053187974892,0.9983481995374959,0.9998019615690976,8.650816703811509e-05,0.00017335390321380264,0.8435239857392174,0.42451935662138973,0.9988967580687247,0.9976673640526381,171905,1210800
4,resnet18,scratch,gs0,blind,train,raw,1337,subject_level,1.0,1.0,0.9999599531964138,0.00022236747784657522,0.004585986214413031,0.999982188376465,1.0,0.9999599531964138,0.9986955550570673,222,49062
4,resnet18,scratch,gs0,blind,test,raw,1337,slice_level,1.0,1.0,0.9998533179083204,4.782729827702587e-05,0.00022423925197651338,0.8571821652688869,0.4256374528088416,0.9988889817995352,0.9974067509683089,335868,924400
4,resnet18,scratch,gs0,blind,test,raw,1337,subject_level,1.0,1.0,0.9999835620755735,0.0002884700678396916,0.014820646899549858,1.0,1.0,0.9999835620755735,0.9983867255800927,69,4692
0,resnet18,scratch,gs10,adaptive,train,gs10,1337,slice_level,0.940029737320337,0.9704278869981827,0.9928046289148871,0.0009626233044014122,0.0003985500354222109,0.831820613245712,0.1357417772681343,0.9759788666565112,0.8928063662083321,176158,1210600
0,resnet18,scratch,gs10,adaptive,train,gs10,1337,subject_level,0.9819004524886877,0.995475113122172,0.9991648520819202,0.002059590223148398,0.009625940088486105,0.9866624259424367,0.6425339366515838,0.9991549666111286,0.909958105785324,221,48620
0,resnet18,scratch,gs10,adaptive,test,gs10,1337,slice_level,0.9895485879475205,0.9948854792083611,0.99448358641483,0.0005878437511757106,0.0005114534167466821,0.7898400394361745,0.12323092176951998,0.9728692658072828,0.9029097652464131,305597,899400
0,resnet18,scratch,gs10,adaptive,test,gs10,1337,subject_level,0.9857142857142858,1.0,0.9995658031531742,0.0025973498821258547,0.0280448442324996,0.9984590357882284,0.9571428571428572,0.999543581690107,0.929396704228028,70,4830
0,resnet18,scratch,gs10,blind,train,raw,1337,slice_level,0.9717495456798282,0.986948620518751,0.9994666764859461,0.00022557772192583977,0.00019961344142949174,0.7742535086915756,0.29371359801995933,0.9949612305532445,0.9866645161321336,176158,1210600
0,resnet18,scratch,gs10,blind,train,raw,1337,subject_level,0.9502262443438914,0.9773755656108597,0.9998474579591018,0.0003712001968832577,0.005095544309098257,0.9984752471377439,0.9683257918552036,0.9998339921640594,0.9910894355892595,221,48620
0,resnet18,scratch,gs10,blind,test,raw,1337,slice_level,0.9991105181231933,0.9995552590615966,0.9996356384632772,0.00012535874727489631,0.0002575362360808329,0.7691797533827475,0.3093682202377641,0.9952431446767587,0.9888170799445332,305597,899400
0,resnet18,scratch,gs10,blind,test,raw,1337,subject_level,0.9857142857142858,1.0,0.9999429430280413,0.0005825494016919817,0.015696808842143844,0.9993463472345459,0.9857142857142858,0.9999379839215959,0.9930123796497566,70,4830
1,resnet18,scratch,gs10,adaptive,train,gs10,1337,slice_level,0.952766308835673,0.9752270850536746,0.9928775467722992,0.0009613667412497207,0.0004164740289563373,0.8373282649258403,0.12701588421350882,0.9800397872677341,0.8398205526196986,172939,1211000
1,resnet18,scratch,gs10,adaptive,train,gs10,1337,subject_level,0.9819004524886877,0.995475113122172,0.9992881034294404,0.002101784647859599,0.010033083731957555,0.9945878648899676,0.8552036199095022,0.9992724840457623,0.8526309390615554,221,48620
1,resnet18,scratch,gs10,adaptive,test,gs10,1337,slice_level,0.9810083653628758,0.988243273796066,0.9932579728049334,0.0007894460281149553,0.0005698659642864939,0.7832481171934279,0.12235289390144259,0.9610937216307056,0.8768771039742557,298628,884600
1,resnet18,scratch,gs10,adaptive,test,gs10,1337,subject_level,1.0,1.0,0.9994739191872734,0.003384200164249965,0.030075718382639543,0.9998905649216209,1.0,0.9994739191872734,0.9120415102744448,70,4830
1,resnet18,scratch,gs10,blind,train,raw,1337,slice_level,0.9932287365813377,0.9973575557390586,0.9996271173290533,0.00016738091688526258,0.00017855853637771543,0.8213626595634649,0.39327161600333066,0.997878786107404,0.9953939052285191,172939,1211000
1,resnet18,scratch,gs10,blind,train,raw,1337,subject_level,1.0,1.0,0.9999303909448477,0.00038780696791221656,0.004693477863353167,0.9999986040044597,1.0,0.9999303909448477,0.9973374117578022,221,48620
1,resnet18,scratch,gs10,blind,test,raw,1337,slice_level,0.9993217273343884,0.9997739091114628,0.9997097690289252,9.188448819482378e-05,0.00023955168812324614,0.7926036617199643,0.364024806783021,0.9977269951977012,0.9957709213222768,298628,884600
1,resnet18,scratch,gs10,blind,test,raw,1337,subject_level,1.0,1.0,0.9999652521950858,0.00046788198607308523,0.014701011337872062,1.0,1.0,0.9999652521950858,0.9979192689832447,70,4830
2,resnet18,scratch,gs10,adaptive,train,gs10,1337,slice_level,0.9435177539223782,0.9720891824938068,0.9977591918678347,0.00041281361898836473,0.00038400096042542377,0.8680375177118145,0.15022523955194966,0.9923514525041621,0.7823297851647625,172927,1211000
2,resnet18,scratch,gs10,adaptive,train,gs10,1337,subject_level,0.990990990990991,1.0,0.9997140676588625,0.001042117943634858,0.009690051459967418,0.9991152489165208,0.9684684684684685,0.9997126041231928,0.7798730429779919,222,49062
2,resnet18,scratch,gs10,adaptive,test,gs10,1337,slice_level,0.9762464722483537,0.9882408278457196,0.9975745485760867,0.00043974867264055914,0.0006264655509329973,0.7704289313522678,0.26226609695005154,0.9693376578141404,0.8976104557059656,271480,850400
2,resnet18,scratch,gs10,adaptive,test,gs10,1337,subject_level,0.9855072463768116,1.0,0.9996123218881912,0.0024420152539792266,0.030876630053356075,0.9973250800004942,0.9565217391304348,0.9996098193569459,0.9262010609986735,69,4692
2,resnet18,scratch,gs10,blind,train,raw,1337,slice_level,0.932617671345995,0.9601981833195706,0.9998621590170951,6.099335916961745e-05,0.00018253363984230134,0.7280719139578413,0.23912980621880908,0.9974368402975384,0.9939062994711169,172927,1211000
2,resnet18,scratch,gs10,blind,train,raw,1337,subject_level,0.8468468468468469,0.8783783783783784,0.9999429935270602,0.00011032900294742069,0.004749162479194703,0.9867931861175105,0.8423423423423423,0.9999127672599243,0.9961368453536186,222,49062
2,resnet18,scratch,gs10,blind,test,raw,1337,slice_level,0.9924741298212606,0.9955315145813735,0.9999074262346956,4.027245578514666e-05,0.00025745141055449834,0.7587140773273945,0.2528068365993812,0.9979208727174151,0.9934276431161816,271480,850400
2,resnet18,scratch,gs10,blind,test,raw,1337,subject_level,1.0,1.0,0.999969160211259,0.00016705281492592633,0.015376243389387062,0.9998733582910164,1.0,0.999969160211259,0.995654473981589,69,4692
3,resnet18,scratch,gs10,adaptive,train,gs10,1337,slice_level,0.9590488771466315,0.9816710700132101,0.9927122864375184,0.0008304539472455235,0.00042301112733513906,0.8643785047795672,0.11337090252582642,0.9824040119229738,0.8328434364054023,173369,1211200
3,resnet18,scratch,gs10,adaptive,train,gs10,1337,subject_level,0.9864864864864865,0.9954954954954955,0.9994045836968465,0.00217747070767858,0.010233185929456004,0.9996966056187042,0.9954954954954955,0.9993994732697805,0.843794463591348,222,49062
3,resnet18,scratch,gs10,adaptive,test,gs10,1337,slice_level,0.9837786259541985,0.9890267175572519,0.9917662309496912,0.0008475974003094753,0.0005918395465053485,0.7907543872678182,0.25203964464857675,0.9645545088078243,0.899459182168286,264752,838400
3,resnet18,scratch,gs10,adaptive,test,gs10,1337,subject_level,1.0,1.0,0.9993053769719773,0.003632073817045792,0.02954611568239288,0.9998424700693133,1.0,0.9993053769719773,0.9307804847134552,69,4692
3,resnet18,scratch,gs10,blind,train,raw,1337,slice_level,0.9707727873183619,0.9839828269484808,0.9992044308128099,0.0003417299044179475,0.00019585067299118125,0.7603378968586587,0.2946028413384169,0.9941744864389561,0.9881326456788233,173369,1211200
3,resnet18,scratch,gs10,blind,train,raw,1337,subject_level,0.963963963963964,0.9864864864864865,0.9998199974631404,0.000585754443933298,0.004914763094102209,0.9985995840526842,0.9774774774774775,0.9998072549566492,0.9935404356066545,222,49062
3,resnet18,scratch,gs10,blind,test,raw,1337,slice_level,0.9961832061068703,0.9976145038167938,0.9994167138943235,0.00021131349485794098,0.0002793336794666661,0.7658582699018996,0.2998655345379827,0.9944859417806585,0.9881338741921798,264752,838400
3,resnet18,scratch,gs10,blind,test,raw,1337,subject_level,1.0,1.0,0.9998831714408986,0.000776244246441385,0.0158487475760605,0.9997250948268407,0.9855072463768116,0.9998831714408986,0.9933758559942448,69,4692
4,resnet18,scratch,gs10,adaptive,train,gs10,1337,slice_level,0.9393789230260985,0.9694416914436736,0.9921790503474954,0.0010111346215669337,0.00042470975826282254,0.8306640721037687,0.13291061923736947,0.9766182970423019,0.8517626851904173,171905,1210800
4,resnet18,scratch,gs10,adaptive,train,gs10,1337,subject_level,0.9819819819819819,0.990990990990991,0.9991513745741801,0.002216314410304164,0.010030746222935148,0.9894199415264598,0.6981981981981982,0.9991242767454268,0.8701382223317006,222,49062
4,resnet18,scratch,gs10,adaptive,test,gs10,1337,slice_level,0.986369536996971,0.991129381220251,0.9929807686614867,0.0007817061341515561,0.0005566753669244861,0.7809535180188677,0.09144961711148428,0.9591168103750954,0.8724111626396533,335868,924400
4,resnet18,scratch,gs10,adaptive,test,gs10,1337,subject_level,0.9565217391304348,0.9855072463768116,0.9992572863896688,0.0033838826677073603,0.03178413711704206,0.9977853145038733,0.927536231884058,0.9992200922274935,0.9058807977020283,69,4692
4,resnet18,scratch,gs10,blind,train,raw,1337,slice_level,0.9945490584737364,0.9978526593987447,0.9997392255046165,0.00011263614957939882,0.0001744078570423198,0.8400176774238413,0.42254733719205373,0.998596657621677,0.9971780282359411,171905,1210800
4,resnet18,scratch,gs10,blind,train,raw,1337,subject_level,1.0,1.0,0.9999492700035507,0.0002944627860644916,0.004598758714105766,0.9999977965001813,1.0,0.9999492700035507,0.9984891016536956,222,49062
4,resnet18,scratch,gs10,blind,test,raw,1337,slice_level,1.0,1.0,0.9998083419482051,6.302080851826818e-05,0.00022578151190258205,0.8507742012890622,0.4224457227244036,0.9985738026299263,0.9968763212258683,335868,924400
4,resnet18,scratch,gs10,blind,test,raw,1337,subject_level,1.0,1.0,0.9999777709228405,0.00035969329916912574,0.014865258533129658,1.0,1.0,0.9999777709228405,0.9981659072668047,69,4692
0,resnet18,scratch,gs20,adaptive,train,gs20,1337,slice_level,0.8328101767718487,0.9636543862547498,0.9842768945458427,0.0006905989806041153,0.0002301900971112516,0.881729376775524,0.34862453025125173,0.9773390473727221,0.9610413534860266,176158,1210600
0,resnet18,scratch,gs20,adaptive,train,gs20,1337,subject_level,1.0,1.0,0.9991013043606443,0.00178225115952988,0.00571111881920048,0.999887203560347,0.995475113122172,0.9991013043606443,0.9817942849786033,221,48620
0,resnet18,scratch,gs20,adaptive,test,gs20,1337,slice_level,0.9566377585056705,0.9953302201467645,0.9847054071417909,0.0006059742726721921,0.00029056929659840004,0.877321045167925,0.3721960621341178,0.9777202522114108,0.965224470589952,305597,899400
0,resnet18,scratch,gs20,adaptive,test,gs20,1337,subject_level,1.0,1.0,0.9996353907244546,0.0025038446698869977,0.01706297831343753,1.0,1.0,0.9996353907244546,0.9865830261391388,70,4830
0,resnet18,scratch,gs20,blind,train,raw,1337,slice_level,0.9962002312902692,0.9975218899719147,0.9992804232361335,0.0002900792137169944,0.00018083345717524315,0.8320634368078997,0.402848579116475,0.9968632515845316,0.9941427092634999,176158,1210600
0,resnet18,scratch,gs20,blind,train,raw,1337,subject_level,0.995475113122172,1.0,0.9998816249057718,0.0005563486755163961,0.004709687697115392,0.9999980456062436,1.0,0.999881476029012,0.9970481472109042,221,48620
0,resnet18,scratch,gs20,blind,test,raw,1337,slice_level,1.0,1.0,0.9994947969688159,0.0001460692870343874,0.0002386911604163339,0.8373430212398723,0.4168987261000599,0.997006568142499,0.9945329402303972,305597,899400
0,resnet18,scratch,gs20,blind,test,raw,1337,subject_level,1.0,1.0,0.9999564707279205,0.0007275394030979702,0.01481227751023003,1.0,1.0,0.9999564707279205,0.997371894047127,70,4830
1,resnet18,scratch,gs20,adaptive,train,gs20,1337,slice_level,0.8322047894302229,0.9202312138728324,0.9946485845733536,0.000503044449328195,0.0003921665251303101,0.8031287635398606,0.09069093726689757,0.9846966285150504,0.8010444841489971,172939,1211000
1,resnet18,scratch,gs20,adaptive,train,gs20,1337,subject_level,0.9592760180995475,0.9864253393665159,0.9994629009277033,0.0010131486940168147,0.009532271932844259,0.9935175085760658,0.8144796380090498,0.999444733378035,0.8067779992635433,221,48620
1,resnet18,scratch,gs20,adaptive,test,gs20,1337,slice_level,0.9217725525661316,0.9626950033913634,0.9933999895160079,0.0006656738635293234,0.0005968071199100669,0.7290824675760115,0.14213000790280886,0.9547633361546634,0.8822583414937626,298628,884600
1,resnet18,scratch,gs20,adaptive,test,gs20,1337,subject_level,0.9285714285714286,0.9857142857142858,0.9992572333131517,0.002185067960194179,0.02917519613568272,0.9934693877551022,0.9142857142857143,0.9991750810827528,0.9230455922043842,70,4830
1,resnet18,scratch,gs20,blind,train,raw,1337,slice_level,0.9841453344343518,0.9915772089182494,0.9995616423798237,0.00020789686655033532,0.00018294862057722592,0.7945702552628199,0.35305512348284657,0.9968695900125186,0.9935776818613687,172939,1211000
1,resnet18,scratch,gs20,blind,train,raw,1337,subject_level,0.9773755656108597,0.995475113122172,0.9998843200605919,0.00045159041072448457,0.004739453539892829,0.9996616572142256,0.9909502262443439,0.9998817778280957,0.9965977157513235,221,48620
1,resnet18,scratch,gs20,blind,test,raw,1337,slice_level,0.9990956364458512,0.9997739091114628,0.9996660784065468,0.00012135121608357232,0.0002460443800697539,0.7679300409291981,0.3404570234539293,0.9966735078392956,0.9937903898222641,298628,884600
1,resnet18,scratch,gs20,blind,test,raw,1337,subject_level,1.0,1.0,0.9999397354466575,0.0006126327174050467,0.014900510292500257,0.9999290150842945,1.0,0.9999397354466575,0.9969197600154402,70,4830
2,resnet18,scratch,gs20,adaptive,train,gs20,1337,slice_level,0.7606936416184971,0.929644921552436,0.9827660923354592,0.0007240228668704297,0.00022955256573900867,0.8615656215430864,0.31627796700341765,0.9752394971953724,0.9596245388336954,172927,1211000
2,resnet18,scratch,gs20,adaptive,train,gs20,1337,subject_level,0.9819819819819819,0.9954954954954955,0.9990367194016775,0.001630338194133999,0.005637029787894708,0.9997918151733731,0.9954954954954955,0.9990297131710224,0.9822708133853054,222,49062
2,resnet18,scratch,gs20,adaptive,test,gs20,1337,slice_level,0.9141580432737535,0.9887111947318908,0.9833130918772627,0.0006493016558779038,0.00031704876018647123,0.8640981174465469,0.3041660527479004,0.9758532285999879,0.9611885336605676,271480,850400
2,resnet18,scratch,gs20,adaptive,test,gs20,1337,subject_level,1.0,1.0,0.9995828253635461,0.002043330151101817,0.017629158075736916,1.0,1.0,0.9995828253635461,0.9849106831649177,69,4692
2,resnet18,scratch,gs20,blind,train,raw,1337,slice_level,0.9952105697770438,0.997027250206441,0.9987275910121561,0.00043442505238766913,0.000183140643730815,0.8518283200907911,0.44999913258195656,0.9955536270291607,0.99273940642386,172927,1211000
2,resnet18,scratch,gs20,blind,train,raw,1337,subject_level,1.0,1.0,0.9998276475313548,0.0008701029661539438,0.0046946786969128225,0.9999900842508156,1.0,0.9998276475313548,0.9969097906324605,222,49062
2,resnet18,scratch,gs20,blind,test,raw,1337,slice_level,1.0,1.0,0.9990641260107844,0.0002551498496072649,0.0002573131888180858,0.8684701956963962,0.4608074259613968,0.9957829618258137,0.9928730364962501,271480,850400
2,resnet18,scratch,gs20,blind,test,raw,1337,subject_level,1.0,1.0,0.9999308430630228,0.0010643800099690754,0.015092515400138454,1.0,1.0,0.9999308430630228,0.9970404447801887,69,4692
3,resnet18,scratch,gs20,adaptive,train,gs20,1337,slice_level,0.9689564068692206,0.9882760898282695,0.9934774981307227,0.0007947429404391008,0.0004154713336988709,0.8724450442761373,0.14126516274535816,0.9842445376134988,0.8194241160223731,173369,1211200
3,resnet18,scratch,gs20,adaptive,train,gs20,1337,subject_level,1.0,1.0,0.9994876905604526,0.0022774540089272165,0.010194987188689076,0.9995155054773497,0.990990990990991,0.9994876905604526,0.8283502882020238,222,49062
3,resnet18,scratch,gs20,adaptive,test,gs20,1337,slice_level,0.9844942748091603,0.990219465648855,0.9928563173490627,0.0008435244636453745,0.0006411348602216636,0.793171361353616,0.24859113434459418,0.959786743100798,0.8814011424582964,264752,838400
3,resnet18,scratch,gs20,adaptive,test,gs20,1337,subject_level,0.9855072463768116,1.0,0.9990617866101472,0.004078474597654481,0.03207358070041822,0.9984154342266207,0.9710144927536232,0.9990360175353893,0.9171597291187455,69,4692
3,resnet18,scratch,gs20,blind,train,raw,1337,slice_level,0.9319682959048877,0.9572324966974901,0.9998299905456987,7.813321512630467e-05,0.0001887513708725465,0.7328829451313759,0.21646891889553496,0.9964873708610058,0.9914372674577047,173369,1211200
3,resnet18,scratch,gs20,blind,train,raw,1337,subject_level,0.8738738738738738,0.9414414414414415,0.9999377499292562,0.00013357347196286864,0.004857739022521822,0.9870589832831487,0.8738738738738738,0.999909465914374,0.9944523092848143,222,49062
3,resnet18,scratch,gs20,blind,test,raw,1337,slice_level,0.9883110687022901,0.9918893129770993,0.9998805089391597,4.93779408795233e-05,0.00026680442673237046,0.7483288254673927,0.22964510183114764,0.9974840980412852,0.9918851725205438,264752,838400
3,resnet18,scratch,gs20,blind,test,raw,1337,subject_level,0.9565217391304348,0.9855072463768116,0.9999617217243582,0.00021201631297235903,0.015686455574156582,0.993860965936469,0.9420289855072463,0.9999528199002363,0.9941558494007903,69,4692
