fold,arch,init,train_condition,attacker_type,eval_split,eval_condition,seed,k_gallery,k_probe,level,rank1,rank5,top1_sim,margin,p_top1,auc,tar_at_far_1pct,mean_sim_same,mean_sim_diff,n_pos_pairs,n_neg_pairs
3,resnet18,scratch,gs10,blind,test,raw,1337,3,1,slice_level,0.6521739130434783,0.8115942028985508,0.9983613473781641,0.0005785468695820242,0.005463713260394507,0.793900441083806,0.34782608695652173,0.995265759707649,0.9893670822744784,207,13800
3,resnet18,scratch,gs10,blind,test,raw,1337,3,1,subject_level,0.42028985507246375,0.5797101449275363,0.9982211322024248,0.0004643314126609028,0.01601319208039322,0.8466168130768377,0.37681159420289856,0.996891320615575,0.9909846818635124,69,4692
4,resnet18,scratch,gs10,adaptive,train,gs10,1337,3,1,slice_level,0.5765765765765766,0.6936936936936937,0.9897606754088187,0.001395565700960589,0.003662177474816909,0.832360789843898,0.14264264264264265,0.9767516805781974,0.8507769063162106,666,44400
4,resnet18,scratch,gs10,adaptive,train,gs10,1337,3,1,subject_level,0.4009009009009009,0.527027027027027,0.9910522148952828,0.0012422083197413264,0.010509799966622178,0.8606460808368598,0.16216216216216217,0.9838665060631864,0.8579041653642167,222,49062
4,resnet18,scratch,gs10,adaptive,test,gs10,1337,3,1,slice_level,0.5507246376811594,0.7391304347826086,0.9890474832576254,0.00169175172197646,0.011933142022378202,0.8097404256808793,0.1111111111111111,0.9646871683102299,0.867813728687124,207,13800
4,resnet18,scratch,gs10,adaptive,test,gs10,1337,3,1,subject_level,0.37681159420289856,0.5072463768115942,0.9902025849922843,0.0018053763154624164,0.03423799768738125,0.843475480929612,0.17391304347826086,0.976272247839665,0.8784902491952147,69,4692
4,resnet18,scratch,gs10,blind,train,raw,1337,3,1,slice_level,0.7297297297297297,0.8333333333333334,0.9993587528263126,0.00022598322447355804,0.0015480891640952512,0.8538466168871575,0.45795795795795796,0.9986480404664805,0.9972018775545262,666,44400
4,resnet18,scratch,gs10,blind,train,raw,1337,3,1,subject_level,0.581081081081081,0.6936936936936937,0.9993465236715369,0.00019302937361571166,0.0046144535299390554,0.9069126910939311,0.5720720720720721,0.9990903262619499,0.9976464090476651,222,49062
4,resnet18,scratch,gs10,blind,test,raw,1337,3,1,slice_level,0.7101449275362319,0.8695652173913043,0.9993085239244544,0.0002912317497142847,0.0050089037842184735,0.8814788559826368,0.41545893719806765,0.9986619287066989,0.9967297475666239,207,13800
4,resnet18,scratch,gs10,blind,test,raw,1337,3,1,subject_level,0.6231884057971014,0.8260869565217391,0.9992570306943811,0.00022567787032196486,0.014921974215278591,0.9436969494792246,0.5652173913043478,0.9991056107092595,0.9971741148273049,69,4692
0,resnet18,scratch,gs20,adaptive,train,gs20,1337,3,1,slice_level,0.5158371040723982,0.7420814479638009,0.9825444849907543,0.0010955641172590298,0.0020220381201442954,0.8900669348839432,0.3891402714932127,0.9776532182506487,0.9606563116576338,663,44200
0,resnet18,scratch,gs20,adaptive,train,gs20,1337,3,1,subject_level,0.4796380090497738,0.7013574660633484,0.9867655926160683,0.0009793633788958934,0.005827576573095306,0.9309994769670042,0.4841628959276018,0.9849676754140206,0.967879359804765,221,48620
0,resnet18,scratch,gs20,adaptive,test,gs20,1337,3,1,slice_level,0.6142857142857143,0.8857142857142857,0.9822842955589295,0.0013633225645337786,0.0061408415237175565,0.8857700680272108,0.3952380952380952,0.9778703681060246,0.9635607959415231,210,14000
0,resnet18,scratch,gs20,adaptive,test,gs20,1337,3,1,subject_level,0.5428571428571428,0.8285714285714286,0.9864580529076713,0.0015430518559047153,0.01771002244204283,0.9368737060041409,0.5571428571428572,0.9850704985005515,0.9706406751034423,70,4830
0,resnet18,scratch,gs20,blind,train,raw,1337,3,1,slice_level,0.6968325791855203,0.7737556561085973,0.9983764271930332,0.0005483907811781939,0.001603285861580856,0.851707615869181,0.4057315233785822,0.9969873167630594,0.9940442164842359,663,44200
0,resnet18,scratch,gs20,blind,train,raw,1337,3,1,subject_level,0.5520361990950227,0.7104072398190046,0.9984248995241536,0.0003500640122599192,0.004745069240131394,0.9125853651272868,0.579185520361991,0.997999803512884,0.9950591500920555,221,48620
0,resnet18,scratch,gs20,blind,test,raw,1337,3,1,slice_level,0.7571428571428571,0.8428571428571429,0.9983912927763803,0.0006190717220306396,0.005045695137232542,0.8496047619047619,0.4,0.9970761066391355,0.9942745684513024,210,14000
0,resnet18,scratch,gs20,blind,test,raw,1337,3,1,subject_level,0.6,0.7857142857142857,0.9983876381601606,0.0005354225635528564,0.014934268008385385,0.9051552795031056,0.5571428571428572,0.9980259614331382,0.9952183340647206,70,4830
1,resnet18,scratch,gs20,adaptive,train,gs20,1337,3,1,slice_level,0.38009049773755654,0.5610859728506787,0.9934769065131969,0.0005876311349653011,0.0034997021490750136,0.8137059369518778,0.11463046757164404,0.9845960622998924,0.7933894023724002,663,44200
1,resnet18,scratch,gs20,adaptive,train,gs20,1337,3,1,subject_level,0.27601809954751133,0.4117647058823529,0.9942005403441002,0.0005823465494009164,0.010062230013445762,0.8358894166786102,0.12669683257918551,0.9896199247416329,0.7980678273174117,221,48620
